name,country,cloudliness,date,humidity,maximum temp,latitude,longitude,windspeed
Gull Lake,CA,90,1546884000,73,23.0,50.1,-108.48,26.4
Tutoia,BR,40,1546887600,55,87.8,-2.76,-42.27,12.75
Bambous Virieux,MU,75,1546887600,88,80.6,-20.34,57.76,13.87
Culpeper,US,1,1546887360,54,42.08,38.47,-78.0,6.93
Yakeshi,CN,0,1546888455,53,-19.53,49.28,120.73,5.03
Prince George,CA,90,1546884000,92,6.8,53.92,-122.75,2.8
Berdigestyakh,RU,44,1546888456,67,-15.61,62.1,126.7,2.8
Mersing,MY,68,1546888457,98,78.49,2.43,103.84,7.72
Grand Gaube,MU,75,1546887600,88,80.6,-20.01,57.66,13.87
Boyolangu,ID,44,1546888458,99,71.96,-8.09,111.9,2.57
Zyryanka,RU,88,1546888459,38,-25.24,65.73,150.89,3.58
Ouargaye,BF,0,1546888460,23,81.05,11.5,0.06,7.05
Punto Fijo,VE,20,1546888460,53,86.32,11.69,-70.21,19.13
Nara,JP,56,1546887600,61,46.4,34.68,135.8,9.17
Chicama,PE,40,1546884000,74,78.8,-7.84,-79.15,10.29
Cockburn Town,TC,0,1546888462,98,79.39,21.46,-71.14,12.75
Lisakovsk,KZ,68,1546888462,63,3.52,52.55,62.49,3.02
Allanridge,ZA,44,1546888463,41,77.99,-27.75,26.64,5.93
Moose Factory,CA,40,1546884000,61,12.2,51.26,-80.61,14.99
Alofi,NU,92,1546888464,100,76.01,-19.06,-169.92,10.74
Coos Bay,US,90,1546887360,88,42.98,43.37,-124.22,5.82
Marawi,PH,8,1546888466,97,60.8,8.0,124.29,1.9
Beloha,MG,20,1546888466,91,73.85,-25.17,45.06,3.13
Kajaani,FI,12,1546887000,92,21.2,64.22,27.73,2.24
Comodoro Rivadavia,AR,40,1546887600,18,73.4,-45.87,-67.48,28.86
North Bend,US,90,1546887360,88,42.98,43.41,-124.22,5.82
Cherskiy,RU,0,1546888469,39,-25.51,68.75,161.3,2.57
Palana,RU,0,1546888470,81,12.2,59.08,159.95,8.05
Curitiba,BR,75,1546887600,51,86.0,-25.43,-49.27,11.41
Yulara,AU,0,1546884000,19,71.6,-25.24,130.99,5.82
Irondequoit,US,90,1546887240,45,26.06,43.21,-77.58,13.87
Buchanan,LR,40,1546885800,83,82.4,5.88,-10.05,4.14
Qaqortoq,GL,100,1546888473,87,35.6,60.72,-46.03,41.16
Patna,IN,40,1546884000,87,55.4,25.61,85.12,5.37
Eirunepe,BR,44,1546888474,65,88.57,-6.66,-69.87,4.36
Langsa,ID,44,1546888475,97,70.7,4.47,97.97,2.01
Vanimo,PG,8,1546888475,100,82.31,-2.67,141.3,17.9
Mirabad,IR,0,1546888476,82,49.91,28.27,61.33,13.2
Merrill,US,1,1546883580,95,19.04,42.03,-121.6,3.69
Billings,US,75,1546887180,78,33.98,45.79,-108.5,14.99
Itoman,JP,75,1546887600,64,68.0,26.12,127.67,3.36
Borovichi,RU,92,1546888478,89,19.49,58.39,33.91,16.22
Abbeville,FR,90,1546885800,93,50.0,50.11,1.83,10.29
Pangnirtung,CA,5,1546884000,61,-20.21,66.15,-65.72,2.24
Marzuq,YE,0,1546888480,73,47.62,14.4,46.47,2.57
Lang Son,VN,92,1546888481,100,56.93,21.83,106.73,3.8
Puerto Colombia,CO,40,1546887600,62,89.6,10.99,-74.96,10.29
Kloulklubed,PW,32,1546888482,100,81.59,7.04,134.26,17.78
Great Yarmouth,GB,40,1546887000,81,51.8,52.61,1.73,20.8
High Level,CA,68,1546888483,53,-0.45,58.52,-117.13,7.05
Beyneu,KZ,92,1546888484,95,29.3,45.32,55.19,5.82
Walvis Bay,NA,0,1546884000,68,66.2,-22.95,14.51,14.99
Quang Ngai,VN,88,1546888485,99,68.14,15.12,108.8,2.57
Yumen,CN,48,1546888486,86,3.11,40.29,97.04,4.47
Pimentel,BR,68,1546888486,71,85.96,-3.7,-45.5,4.59
Altamira,BR,75,1546884000,78,82.4,-3.2,-52.21,5.82
Sokoni,CD,20,1546888487,93,66.97,-12.89,28.78,2.24
Antalya,TR,75,1546887000,70,42.8,36.9,30.69,5.82
Zarichne,UA,64,1546888489,78,11.03,51.81,26.13,3.36
Alvand,IR,0,1546887600,66,32.0,36.19,50.06,4.7
Nanpiao,CN,0,1546888490,56,3.07,41.1,120.75,7.61
Redmond,US,90,1546887540,79,42.08,47.67,-122.12,10.29
Lerwick,GB,75,1546887000,81,46.4,60.15,-1.15,35.57
Namatanai,PG,92,1546888492,100,82.58,-3.66,152.44,13.42
Vestmannaeyjar,IS,40,1546884000,64,39.2,63.44,-20.27,20.8
Nizhnevartovsk,RU,75,1546885800,84,8.6,60.93,76.58,17.9
General Roca,AR,40,1546887600,20,82.4,-39.03,-67.58,23.04
Eucaliptus,BO,40,1546884000,39,64.4,-17.6,-67.51,9.17
Egvekinot,RU,0,1546888495,0,-43.56,66.32,-179.17,2.68
Visaginas,LT,88,1546888496,85,19.58,55.6,26.44,14.09
Blagoyevo,RU,88,1546888496,91,21.88,63.37,47.92,7.16
Balaguer,ES,24,1546885800,96,33.8,41.79,0.81,1.12
Presidencia Roque Saenz Pena,AR,8,1546888498,100,82.18,-26.79,-60.44,7.83
Mnogovershinnyy,RU,20,1546888498,60,1.09,53.94,139.92,8.61
Beringovskiy,RU,88,1546888499,87,21.2,63.05,179.32,34.0
Santa Rosa,AR,0,1546888501,67,84.11,-36.62,-64.29,5.7
Sambava,MG,68,1546888502,100,81.37,-14.27,50.17,0.11
Inongo,CD,44,1546888502,89,78.04,-1.93,18.29,2.35
San Carlos,VE,48,1546888504,42,92.17,9.66,-68.59,8.95
Buraydah,SA,40,1546884000,62,55.4,26.33,43.97,10.29
Astoria,US,90,1546885920,96,37.94,46.19,-123.83,8.05
Tuy Hoa,VN,92,1546888506,100,74.39,13.08,109.3,13.76
Quelimane,MZ,88,1546888507,95,76.73,-17.88,36.89,6.49
Udachnyy,RU,36,1546888508,75,-12.51,66.42,112.4,4.14
Ilulissat,GL,75,1546887000,78,17.6,69.22,-51.1,5.82
Tamworth,AU,64,1546885800,64,69.8,-31.09,150.93,9.17
Ust-Kuyga,RU,0,1546888510,0,-52.96,70.0,135.55,4.14
Barranca,PE,0,1546888510,100,71.69,-10.75,-77.76,5.93
Gamba,CN,32,1546888511,66,-9.67,28.28,88.52,3.47
Batagay,RU,8,1546888512,0,-52.24,67.65,134.64,3.24
Touros,BR,0,1546887600,70,84.2,-5.2,-35.46,16.11
Mogadishu,SO,76,1546888219,99,79.84,2.04,45.34,24.49
Puerto Penasco,MX,0,1546888514,100,58.24,31.32,-113.53,7.16
Awbari,LY,0,1546888514,46,40.91,26.59,12.77,4.47
Leshukonskoye,RU,92,1546888515,94,24.08,64.9,45.76,5.59
Ambon,FR,90,1546885800,100,48.2,47.55,-2.56,3.36
Fortuna,ES,20,1546885800,81,53.6,38.18,-1.13,4.7
Bantogon,PH,0,1546888517,72,67.78,6.53,124.03,2.13
Nelson Bay,AU,48,1546885800,94,69.8,-32.72,152.14,4.7
Okhotsk,RU,0,1546888519,100,-21.51,59.36,143.24,8.39
Camacha,PT,20,1546885800,67,62.6,33.08,-16.33,9.17
Esfarayen,IR,0,1546884000,93,35.6,37.08,57.51,2.24
Bensonville,LR,40,1546885800,83,82.4,6.45,-10.61,3.69
Pasighat,IN,0,1546888521,64,49.46,28.06,95.33,2.35
Hualmay,PE,0,1546888522,65,77.09,-11.1,-77.61,5.14
Ucluelet,CA,5,1546884000,93,35.6,48.94,-125.55,4.7
Shenzhen,CN,40,1546885800,88,66.2,22.54,114.05,8.05
Luorong,CN,92,1546888524,99,44.29,24.41,109.6,8.61
Redlands,US,1,1546887480,81,55.4,34.06,-117.19,1.9
Anori,BR,92,1546888526,79,83.93,-3.74,-61.66,6.71
Arona,IT,0,1546887000,80,33.8,45.76,8.56,2.24
Tura,IN,0,1546888528,79,51.04,25.52,90.21,2.46
Brainerd,US,90,1546887360,84,35.06,46.36,-94.2,8.05
Nome,US,1,1546887180,57,73.94,30.04,-94.42,19.46
Benjamin Hill,MX,24,1546888529,100,51.98,30.17,-111.1,5.7
Pilar,AR,75,1546887600,69,80.6,-34.46,-58.91,9.17
Esperance,TT,40,1546887600,66,84.2,10.24,-61.45,18.34
Farafangana,MG,92,1546888532,100,76.78,-22.82,47.83,8.72
Poronaysk,RU,0,1546888532,85,-0.49,49.22,143.1,5.14
Homer,US,90,1546887180,66,17.96,59.64,-151.54,4.7
San Juan,PH,20,1546887600,73,77.0,14.6,121.03,4.7
Tam Ky,VN,40,1546885800,94,73.4,15.57,108.48,1.12
Te Anau,NZ,64,1546888536,82,50.14,-45.41,167.72,5.7
Glendive,US,1,1546887360,56,39.2,47.11,-104.71,9.17
Timizart,DZ,0,1546888538,98,36.5,36.8,4.25,1.9
Westport,IE,40,1546887600,93,42.8,53.8,-9.52,11.41
Manggar,ID,12,1546888539,100,75.65,-2.88,108.27,2.35
Revda,RU,20,1546888540,80,9.37,67.94,34.55,3.02
Waingapu,ID,32,1546888540,100,73.81,-9.65,120.26,2.8
Kralendijk,BQ,75,1546883700,66,84.2,12.15,-68.27,18.34
Ballitoville,ZA,20,1546887600,82,68.0,-29.54,31.21,5.82
Nanortalik,GL,92,1546888542,92,33.44,60.14,-45.24,42.5
Riyadh,SA,0,1546887600,54,59.0,24.63,46.72,9.17
Flin Flon,CA,90,1546884000,85,19.4,54.77,-101.88,5.82
Paramonga,PE,0,1546888544,100,71.69,-10.68,-77.82,5.93
Mabaruma,GY,12,1546888545,64,85.33,8.2,-59.78,9.73
Necochea,AR,76,1546888321,82,80.38,-38.55,-58.74,3.91
Pilibanga,IN,24,1546888547,88,48.65,29.49,74.08,2.91
Oytal,KZ,36,1546888547,71,23.59,42.91,73.27,2.68
Lagoa,PT,0,1546885800,71,55.4,37.14,-8.45,2.24
Simga,IN,0,1546884000,59,64.4,21.63,81.7,6.93
Tarko-Sale,RU,64,1546888550,83,0.41,64.92,77.78,7.94
Bhinga,IN,0,1546888550,87,45.5,27.7,81.93,2.91
Atar,MR,8,1546884000,14,78.8,20.52,-13.05,13.87
Severnoye,RU,36,1546888552,82,0.82,54.09,52.54,5.03
Lipari,IT,40,1546883700,61,50.0,38.47,14.95,3.36
Hambantota,LK,0,1546884600,100,75.2,6.12,81.12,4.7
Rio Gallegos,AR,40,1546887600,24,59.0,-51.62,-69.22,9.17
Inta,RU,44,1546888554,53,-10.8,66.04,60.13,2.35
Tuyen Quang,VN,92,1546888555,100,63.37,21.82,105.22,1.12
Owando,CG,8,1546888556,92,75.56,-0.49,15.91,2.68
Pacific Grove,US,75,1546887600,77,55.94,36.62,-121.92,5.14
Katy,US,20,1546887300,69,73.4,29.79,-95.82,12.75
Malnas,RO,36,1546888557,83,11.17,46.02,25.83,1.9
Srandakan,ID,12,1546888558,99,72.64,-7.94,110.25,2.68
Ixtapa,MX,90,1546886580,74,78.8,20.71,-105.21,11.41
Churapcha,RU,44,1546888559,46,-29.02,62.0,132.43,2.24
Tyukalinsk,RU,56,1546888560,89,11.39,55.87,72.2,10.96
Plymouth,GB,90,1546887000,87,50.0,50.37,-4.14,20.8
Temir,KZ,80,1546888562,89,15.49,49.14,57.13,11.18
The Pas,CA,90,1546886880,100,21.2,53.82,-101.24,8.05
Terney,RU,0,1546888563,100,15.08,45.05,136.61,20.69
Ramshir,IR,0,1546887600,87,55.4,30.89,49.41,6.93
Laguna,MX,40,1546886520,68,69.8,27.52,-110.01,8.05
Wladyslawowo,PL,90,1546887600,100,32.0,54.79,18.4,10.29
Port Hedland,AU,0,1546885800,88,80.6,-20.31,118.58,5.82
Saint-Francois,FR,90,1546885800,86,37.4,46.42,3.91,3.36
Vao,EE,92,1546888472,98,33.98,59.1,26.19,5.59
Komsomolets,RU,68,1546888567,77,9.37,52.77,41.29,3.24
Belyy Yar,RU,36,1546887600,83,-4.01,53.6,91.39,4.47
Kimberley,ZA,56,1546887600,47,77.0,-28.74,24.76,11.41
Bonthe,SL,20,1546888569,59,87.71,7.53,-12.5,3.91
Kinsale,IE,75,1546887600,87,51.8,51.71,-8.52,11.41
Santa Cruz,US,90,1546887180,80,57.2,36.97,-122.03,10.29
Teahupoo,PF,75,1546887600,83,80.6,-17.83,-149.27,4.7
Soria,ES,0,1546888574,70,27.05,41.76,-2.46,3.47
Saldanha,PT,0,1546888575,79,32.81,41.42,-6.55,3.47
Alekseyevsk,RU,68,1546888575,58,4.55,57.84,108.35,12.3
Komsomolskiy,RU,20,1546888486,59,-7.2,67.55,63.78,6.71
Cartagena,ES,75,1546885800,81,51.8,37.63,-1.0,2.24
Paidha,UG,0,1546888578,63,70.93,2.42,30.99,3.91
Paralimni,GR,0,1546888578,98,16.93,40.99,23.67,3.24
Laramie,US,1,1546887480,35,42.08,41.31,-105.59,27.51
Nigran,ES,0,1546885800,100,46.4,42.14,-8.81,2.24
Miyako,JP,75,1546887600,57,48.2,33.63,130.94,5.82
Nowy Tomysl,PL,75,1546887600,93,32.0,52.32,16.13,10.29
Chapais,CA,75,1546885260,70,-4.01,49.78,-74.86,3.36
Saint-Joseph,FR,0,1546885800,86,39.2,43.56,6.97,1.12
Bihoro,JP,68,1546888583,58,5.14,43.75,144.14,3.36
Standish,GB,75,1546887000,76,50.0,53.59,-2.66,17.22
Doha,QA,0,1546887600,88,71.6,25.29,51.53,4.7
Vila do Maio,CV,0,1546884000,39,80.6,15.13,-23.22,12.75
Faya,SA,0,1546884000,58,55.4,18.39,42.45,4.7
Nenjiang,CN,24,1546888585,74,-11.47,49.17,125.23,6.49
Tournon-sur-Rhone,FR,90,1546885800,74,41.0,45.07,4.83,8.05
Dudinka,RU,64,1546888587,81,-2.11,69.41,86.18,7.16
Olsztyn,PL,75,1546887600,92,26.6,53.78,20.48,11.41
Bagdarin,RU,8,1546888588,40,-28.89,54.44,113.59,3.24
Oktyabrskiy,RU,75,1546887600,85,14.0,55.61,37.97,8.95
Guozhen,CN,12,1546888590,100,32.36,29.3,113.14,6.38
Lingao,CN,80,1546888590,99,68.23,19.91,109.69,6.26
Teya,MX,40,1546886700,37,84.2,21.05,-89.07,8.05
Acapulco,MX,40,1546886400,70,84.2,16.86,-99.88,3.36
Nizhniy Kuranakh,RU,44,1546888592,63,-4.72,58.84,125.49,4.92
Brae,GB,92,1546887000,75,46.4,60.4,-1.35,27.51
Nizwa,OM,0,1546888593,79,54.5,22.93,57.53,1.9
Marienburg,DE,90,1546887000,93,44.6,52.12,9.98,16.11
Liverpool,GB,75,1546887000,76,50.0,53.41,-2.98,17.22
Kontagora,NG,0,1546888595,49,82.13,10.4,5.47,0.56
Gari,RU,80,1546888596,67,14.36,59.43,62.35,8.16
Talcahuano,CL,75,1546887600,52,66.2,-36.72,-73.12,10.29
Nemuro,JP,0,1546888597,100,26.69,43.32,145.57,12.97
Ailigandi,PA,80,1546888598,83,79.84,9.23,-78.02,6.15
Isla Vista,US,90,1546887180,90,60.8,34.41,-119.86,10.29
Agadir,MA,0,1546885800,62,57.2,30.42,-9.58,6.93
Villa Corzo,MX,40,1546886520,48,82.4,16.19,-93.27,4.7
Devonport,AU,80,1546888601,94,52.34,-41.18,146.36,2.46
Ladyzhyn,UA,48,1546888601,87,17.51,48.68,29.26,10.74
Lasa,CY,40,1546885800,87,46.4,34.92,32.53,6.93
Haradok,BY,75,1546885800,92,14.0,55.46,29.99,8.95
Lashio,MM,92,1546888603,99,59.23,22.93,97.75,2.13
Tolaga Bay,NZ,92,1546888604,92,64.09,-38.37,178.3,3.13
Broome,GB,40,1546887360,81,51.8,52.47,1.45,20.8
Gobabis,NA,68,1546888458,40,84.52,-22.45,18.97,2.35
Ciudad Bolivar,VE,20,1546888605,40,92.53,8.12,-63.55,13.42
Texarkana,US,90,1546883580,90,62.96,33.44,-94.04,11.41
Mwanza,TZ,75,1546887600,64,75.2,-2.52,32.9,2.68
Mackenzie,CA,90,1546886460,77,3.2,55.34,-123.09,3.36
Juneau,US,75,1546887360,46,19.94,58.3,-134.42,6.93
Port Hardy,CA,20,1546884000,86,33.8,50.7,-127.42,4.7
Nea Kerasia,GR,20,1546887000,54,30.2,40.48,22.87,14.99
Canavieiras,BR,0,1546884000,66,86.0,-15.68,-38.95,3.36
Hailar,CN,0,1546888611,31,-22.77,49.2,119.7,3.69
Mogok,MM,92,1546888611,100,59.45,22.92,96.51,1.79
Severo-Kurilsk,RU,56,1546888612,100,26.56,50.68,156.12,23.6
Carmo,BR,0,1546888612,34,90.59,-21.93,-42.61,6.93
Olga,US,90,1546887480,80,60.08,34.11,-118.17,6.93
Nantucket,US,1,1546887300,29,28.94,41.28,-70.1,14.99
Axim,GH,56,1546888614,100,81.91,4.87,-2.24,8.39
Sibolga,ID,44,1546888615,100,69.04,1.74,98.78,1.9
Rudnya,RU,48,1546888615,80,8.47,50.8,44.56,3.36
Mashhad,IR,0,1546887600,27,51.8,36.3,59.61,9.17
Yenagoa,NG,48,1546888617,52,84.2,4.92,6.26,7.61
Melilla,EC,75,1546887600,70,84.2,-0.8,-80.23,4.7
Khani,GE,90,1546887600,93,41.0,41.96,42.96,2.24
Macae,BR,0,1546887600,55,93.2,-22.37,-41.79,23.04
Terrace,CA,40,1546884000,100,17.6,54.52,-128.61,1.23
Verkhnevilyuysk,RU,36,1546888620,58,-12.37,63.45,120.31,2.46
Matagami,NG,12,1546888621,49,74.66,9.67,8.4,2.91
Manzhouli,CN,0,1546888622,60,-14.17,49.6,117.43,7.61
Horsham,AU,48,1546888622,79,58.1,-36.71,142.2,3.91
Canutama,BR,80,1546888427,74,86.18,-6.53,-64.38,4.59
Meulaboh,ID,76,1546888495,100,78.49,4.14,96.13,3.91
Kerrobert,CA,40,1546884000,78,12.2,51.92,-109.14,28.86
Chubbuck,US,40,1546887180,74,30.02,42.93,-112.47,29.97
Saint-Augustin,FR,90,1546885800,87,44.6,44.83,-0.61,2.24
Lake City,US,90,1546886100,63,30.2,38.03,-107.32,12.75
Nalvo,PH,0,1546888626,87,55.09,16.81,120.51,1.79
Tessalit,ML,32,1546888627,17,65.03,20.2,1.01,6.04
Jerome,US,40,1546887420,70,42.8,34.75,-112.11,4.7
Port Shepstone,ZA,36,1546888628,84,72.68,-30.74,30.45,16.67
Porto Nacional,BR,20,1546888629,89,84.52,-10.7,-48.41,2.13
Sao Joao do Paraiso,BR,8,1546888549,55,85.46,-15.31,-42.01,8.28
Haines Junction,CA,48,1546888630,58,-35.14,60.75,-137.51,2.01
Khilok,RU,0,1546888631,24,-18.63,51.36,110.46,4.14
Enumclaw,US,20,1546887540,81,42.8,47.2,-121.99,6.93
Kamaishi,JP,0,1546888632,91,28.58,39.28,141.86,7.72
Aberdeen,US,1,1546883580,64,39.02,45.47,-98.49,4.7
Margherita,IN,24,1546888633,84,47.89,27.29,95.67,2.91
Ustka,PL,88,1546888634,99,36.91,54.58,16.86,18.68
Awjilah,LY,8,1546888634,85,50.99,29.14,21.3,8.39
Hudiksvall,SE,80,1546888468,100,30.74,61.73,17.1,6.82
Muroto,JP,24,1546888635,100,37.72,33.37,134.14,5.48
Muzhi,RU,0,1546888636,54,-10.8,65.4,64.7,10.18
Champerico,MX,40,1546886520,48,82.4,16.38,-93.6,4.7
Kaeo,NZ,64,1546888637,90,60.71,-35.1,173.78,4.59
Indi,IN,0,1546888433,53,64.13,17.17,75.96,9.06
La Macarena,CO,8,1546888638,47,90.64,2.18,-73.79,2.8
Batemans Bay,AU,76,1546888639,100,66.56,-35.71,150.18,5.26
Hobyo,SO,24,1546888640,83,77.0,5.35,48.53,16.89
Santa Rita,VE,20,1546888419,53,83.98,10.21,-67.56,3.02
Zilair,RU,12,1546888642,81,2.75,52.23,57.44,2.68
Mallasamudram,IN,0,1546888642,89,66.38,11.49,78.03,5.37
Kudus,ID,92,1546884000,83,80.6,-6.82,110.84,2.24
Bekwai,GH,88,1546888644,36,89.74,6.46,-1.58,2.01
Cayenne,GF,75,1546887600,69,82.4,4.94,-52.33,16.11
Lokomotivnyy,RU,76,1546888468,58,1.58,53.01,60.57,3.36
Sfantu Gheorghe,RO,0,1546885800,92,24.8,44.65,26.83,9.17
Praya,ID,48,1546887600,94,77.0,-8.71,116.27,5.59
Mutsu,JP,90,1546883280,92,26.6,41.29,141.2,1.12
Na Klang,TH,92,1546888647,82,73.54,17.3,102.21,6.6
Corozal,BZ,40,1546887000,54,84.2,18.39,-88.39,6.93
Yuci,CN,0,1546885800,35,23.0,37.68,112.73,4.47
Bandarbeyla,SO,0,1546888649,100,76.64,9.49,50.81,20.36
Manado,ID,40,1546887600,88,77.0,1.49,124.85,2.24
Codrington,AU,92,1546884000,88,73.4,-28.95,153.24,3.13
Viedma,AR,0,1546888479,28,85.87,-40.81,-62.99,11.3
Nouadhibou,MR,0,1546884000,29,75.2,20.93,-17.03,6.93
Williston,US,1,1546887360,55,41.0,48.15,-103.62,12.75
Matara,PE,75,1546887600,48,60.8,-13.74,-72.9,14.99
Kutum,SD,0,1546888653,34,61.39,14.2,24.66,8.61
Vikarabad,IN,0,1546887600,63,64.4,17.34,77.9,3.36
Dondo,MZ,75,1546887600,83,80.6,-19.62,34.74,10.63
Qena,EG,0,1546884000,62,53.6,26.16,32.72,4.7
Portland,US,90,1546887180,76,44.06,45.52,-122.67,4.7
Aripuana,BR,92,1546888656,80,82.72,-9.17,-60.63,2.91
Moyobamba,PE,64,1546888657,74,80.51,-6.03,-76.97,4.14
Papetoai,PF,75,1546887600,83,80.6,-17.5,-149.87,4.7
Noyabrsk,RU,56,1546888658,83,5.14,63.2,75.45,15.43
Dunedin,NZ,8,1546888659,82,44.11,-45.87,170.5,0.89
Manjacaze,MZ,0,1546888582,65,75.38,-24.71,33.88,9.17
Boa Vista,BR,75,1546887600,46,91.4,2.82,-60.67,17.22
Kangaatsiaq,GL,64,1546888661,100,16.66,68.31,-53.46,14.43
Havre-Saint-Pierre,CA,20,1546884000,36,14.0,50.23,-63.6,18.34
Gornozavodsk,RU,80,1546888663,78,4.01,58.37,58.33,13.42
Amahai,ID,12,1546888663,100,83.26,-3.31,129.0,6.93
Hovd,NO,40,1546887000,74,37.4,63.83,10.7,16.11
Araguari,BR,44,1546888665,59,85.87,-18.65,-48.19,8.61
Pandan,PH,68,1546888665,100,80.02,11.72,122.09,25.5
Puerto Baquerizo Moreno,EC,20,1546887600,69,82.4,-0.9,-89.6,14.99
Dalvik,SE,75,1546887000,93,35.6,57.79,14.13,11.41
Caucaia,BR,40,1546887600,74,84.2,-3.73,-38.66,14.99
Celestun,MX,0,1546888523,96,75.43,20.87,-90.4,11.18
Samarai,PG,64,1546888668,100,81.86,-10.62,150.67,19.46
Xianshuigu,CN,0,1546885800,30,26.6,38.98,117.38,8.95
Jijiga,ET,8,1546888601,69,46.81,9.35,42.8,2.57
La Tuque,CA,12,1546888521,47,9.86,47.44,-72.79,3.47
Burns Lake,CA,0,1546888670,50,14.68,54.23,-125.76,6.71
Los Llanos de Aridane,ES,40,1546887600,60,68.0,28.66,-17.92,8.05
Zhangye,CN,12,1546888671,64,4.55,38.94,100.46,3.13
Saint-Georges,CA,12,1546888448,38,14.81,46.12,-70.67,4.03
Khromtau,KZ,68,1546888673,87,11.21,50.26,58.44,9.17
Utran,IN,0,1546888673,98,69.58,21.23,72.87,14.43
Purranque,CL,90,1546887600,63,60.8,-40.91,-73.16,12.75
Hervey Bay,AU,40,1546887600,69,77.0,-25.3,152.85,12.75
Voh,NC,92,1546888676,100,74.75,-20.95,164.69,10.96
Maningrida,AU,0,1546888676,84,84.56,-12.05,134.23,8.72
Uni,RU,64,1546888677,79,6.31,57.75,51.49,9.95
Bom Sucesso,BR,68,1546888678,45,86.9,-21.03,-44.76,7.83
Dandong,CN,0,1546888678,62,1.13,40.12,124.37,3.02
Shingu,JP,36,1546888679,100,49.55,33.72,135.99,12.75
Nuuk,GL,75,1546883400,92,19.4,64.17,-51.74,17.22
Eydhafushi,MV,88,1546888681,100,81.14,5.1,73.07,14.65
Balakhninskiy,RU,48,1546888490,60,-0.45,58.01,114.28,6.04
